from,to
39585367,22533846
39585367,69165787
39585367,41644309
39585367,38270145
39585367,14114222
39585367,17531205
39585367,48086584
39585367,61307144
39585367,55526516
39585367,44987798
39585367,65031577
39585367,16608403
39585367,16284386
39585367,43448738
39585367,58975001
39585367,29552148
39585367,9245812
39585367,1198481
39585367,896221
39585367,1285451
39585367,20095468
39585367,38208584
39585367,39281968
39585367,61229572
39585367,6680762
39585367,19701628
39585367,69002463
39585367,15769327
39585367,22049097
39585367,67643531
39585367,67217568
39585367,61521653
39585367,45716794
39585367,55330872
39585367,21582847
39585367,5695032
39585367,19540483
39585367,20551303
39585367,1976841
39585367,62934403
39585367,55269192
39585367,15352902
39585367,43919215
39585367,35810531
39585367,19185441
39585367,39588192
39585367,6017542
39585367,1363481
39585367,9534522
39585367,15441380
39585367,16264929
39585367,41693
39585367,12415722
39585367,49733413
39585367,36843988
39585367,56865177
39585367,20596793
39585367,24907913
39585367,15862891
39585367,27035508
39585367,48289662
39585367,27874383
39585367,15836200
39585367,53374143
39585367,19534873
39585367,18458348
39585367,16812515
39585367,31515966
39585367,19715694
39585367,28344695
39585367,17524814
39585367,26759755
39585367,22655658
39585367,14862794
39585367,14420319
39585367,19980619
39585367,23609587
39585367,22019324
39585367,19677871
39585367,16078110
39585367,33474655
39585367,28101965
39585367,17091564
39585367,31947242
39585367,15586478
39585367,20115751
39585367,20104025
39585367,21754589
39585367,20157077
39585367,21661387
39585367,19513912
39585367,14123751
39585367,40854375
39585367,23602600
39585367,17004618
39585367,784304
39585367,11435642
39585367,813286
39585367,31190643
39585367,13393052
39585367,21097230
39585367,3554721
39585367,17220934
39585367,5392522
39585367,5402612
39585367,819800
39585367,10228272
39585367,37888646
39585367,24120312
39585367,14049061
39585367,18665800
39585367,14293310
39585367,41658949
39585367,16311710
39585367,17192356
39585367,19272669
39585367,45234649
39585367,43974815
39585367,17000525
39585367,15648008
39585367,16438655
39585367,22266871
39585367,17908147
39585367,22038556
39585367,39522742
39585367,32543687
39585367,15344341
39585367,14792079
39585367,15769931
39585367,22708797
39585367,22811654
39585367,25327977
39585367,21652295
39585367,19362868
39585367,25315285
39585367,14884486
39585367,13982132
39585367,15460048
39585367,24189159
39585367,1435461
39585367,1434251
39585367,7348612
39585367,26026579
39585367,20245775
39585367,15224867
39585367,5763262
39585367,15829144
39585367,2735591
39585367,24772066
39585367,31479981
39585367,21226678
39585367,18998892
39585367,38429399
39585367,14871898
39585367,22292374
39585367,22246112
39585367,23484039
39585367,18949452
39585367,19658826
39585367,5120691
39585367,2384071
39585367,7905122
39585367,8963722
39585367,1344951
39585367,5988062
39585367,17369110
39585367,17519524
39585367,428333
39585367,2884771
39585367,8383592
39585367,14677919
39585367,19664869
39585367,29710089
39585367,29354944
39585367,17462723
39585367,13784532
39585367,7856542
39585367,12127162
39585367,19658936
39585367,16582975
39585367,19091191
39585367,5694822
39585367,33588988
39585367,1039531
39585367,27081406
39585367,18216990
39585367,16626603
39585367,27706377
39585367,24894213
39585367,28161251
39585367,20774514
39585367,28220795
39585367,7152572
39585367,15637375
39585367,14441010
39585367,37917164
39585367,6141832
39585367,18036441
39585367,18613
39585367,633
39585367,12413032
39585367,14706139
39585367,2467791
39585367,807095
39585367,19614356
39585367,19037859
39585367,15865878
39585367,19038281
39585367,19304974
39585367,19606528
39585367,15769992
39585367,19259102
39585367,30862829
39585367,29473963
39585367,21786831
39585367,14800270
39585367,15492359
16536844,4228936293
16536844,255818312
16536844,2244437857
16536844,978482729724489728
16536844,2707961760
16536844,885953601067208705
16536844,3110887179
16536844,1111472246059462656
16536844,1143624175698890757
16536844,709626805720723456
16536844,15759202
16536844,407166123
16536844,22845823
16536844,884452435414134785
16536844,729244052445630465
16536844,729631950856720384
16536844,1103774831349194752
16536844,925128130662080512
16536844,2248156734
16536844,90258002
16536844,485109912
16536844,17248121
16536844,1125889850647834625
16536844,43196650
16536844,1158428354208337922
16536844,175506869
16536844,23802472
16536844,8295072
16536844,744046387365560320
16536844,2599077414
16536844,21248379
16536844,29845916
16536844,29467516
16536844,18487522
16536844,1029465278130708480
16536844,337119125
16536844,49666871
16536844,860158302
16536844,141936849
16536844,45516390
16536844,94170306
16536844,18351019
16536844,8653962
16536844,14327715
16536844,14343392
16536844,16843817
16536844,16866617
16536844,21576334
16536844,25182347
16536844,29977461
16536844,38259453
16536844,39522692
16536844,49164309
16536844,18335940
16536844,39530187
16536844,182839127
16536844,1009580174956826630
16536844,2966288337
16536844,507099670
16536844,458056019
16536844,788467623629500416
16536844,1060474078685876224
16536844,15475999
16536844,5971922
16536844,23814999
16536844,282741996
16536844,30028674
16536844,16132791
16536844,68451646
16536844,2852243215
16536844,823518894182846464
16536844,972341090723516416
16536844,243418245
16536844,1037124847053094912
16536844,2734713482
16536844,55277015
16536844,170023430
16536844,4619097326
16536844,842143333
16536844,454197888
16536844,16431371
16536844,23503181
16536844,33773592
16536844,128292609
16536844,185075671
16536844,40054423
16536844,20608701
16536844,2360981360
16536844,716856688867811328
16536844,46854930
16536844,29287436
16536844,925164537837268992
16536844,1206550188
16536844,2559974761
16536844,3536085034
16536844,784726104833601537
16536844,813366166714548224
16536844,1025833684035809281
16536844,927063312835100673
16536844,372121416
16536844,153784150
16536844,592912724
16536844,2493212246
16536844,3518074992
16536844,1932046862
16536844,287017379
16536844,826209861826334720
16536844,3518022073
16536844,1373831256
16536844,3761644334
16536844,3165949670
16536844,69995700
16536844,11347122
16536844,867500780038758400
16536844,194266216
16536844,19631946
16536844,58822766
16536844,957000671219236864
16536844,738657815280029698
16536844,19403504
16536844,831689685646839808
16536844,828406655574540288
16536844,940341352994283520
16536844,728376004188610560
16536844,51961337
16536844,16564324
16536844,819039549108031489
16536844,2423836432
16536844,96047357
16536844,2882893927
16536844,2279227387
16536844,485352487
16536844,950898588518764544
16536844,46151552
16536844,3364235776
16536844,599632006
16536844,48067727
16536844,20165058
16536844,20646767
16536844,3502655001
16536844,15051603
16536844,2400891344
16536844,95439667
16536844,908888814629699584
16536844,55035320
16536844,395053653
16536844,2677554908
16536844,161872003
16536844,2242913516
16536844,22512085
16536844,62978457
16536844,407909253
16536844,18641827
16536844,16101039
16536844,50436515
16536844,30995451
16536844,78156003
16536844,30356695
16536844,23619397
16536844,60724221
16536844,912902114011213825
16536844,402157926
16536844,915362807746519040
16536844,17054817
16536844,912794350177853441
16536844,885603631118069760
16536844,209196344
16536844,15431856
16536844,897556625216745477
16536844,293709920
16536844,1446376116
16536844,578641879
16536844,3314604871
16536844,1247375072
16536844,854805679550234624
16536844,2827102428
16536844,159588456
16536844,49012699
16536844,60754612
16536844,51663810
16536844,18882499
16536844,96102210
16536844,12819112
16536844,22674756
16536844,206255645
16536844,23575322
16536844,487833518
16536844,2350395900
16536844,25914886
16536844,385535253
16536844,444007700
16536844,3218244202
16536844,18457923
16536844,974991379
16536844,258847118
16536844,17292623
16536844,115705583
16536844,59378077
16536844,919373695
16536844,308751479
16536844,46470122
16536844,193771633
16536844,1465844287
16536844,1007427595
16536844,728596105466908672
16536844,162118290
16536844,800707492346925056
16536844,4850429413
16536844,557467945
16536844,804049873481789440
16536844,3018186333
16536844,43199901
16536844,282287094
16536844,1672214431
16536844,706374159102685184
16536844,1155545455
16536844,795767419633446912
16536844,1002841207
16536844,54211164
16536844,758067789655486464
16536844,712741868895735808
16536844,33998183
16536844,3280432514
16536844,58602756
16536844,1247104639
16536844,767054602113998848
16536844,3798681314
16536844,2194808480
16536844,773283272017051648
16536844,193732179
16536844,148996025
16536844,33826766
16536844,928351765
16536844,78736148
16536844,279821183
16536844,613652915
16536844,31936449
16536844,910740637
16536844,714871208357933058
16536844,54290504
16536844,16068043
16536844,24280919
16536844,16245822
16536844,84121002
16536844,55966272
16536844,87030866
16536844,402941449
16536844,413496170
16536844,16638872
16536844,2471315234
16536844,64242014
16536844,54712148
16536844,2543629379
16536844,265169401
16536844,8320432
16536844,842944398
16536844,712337066625933312
16536844,103018203
16536844,233364902
16536844,13982132
16536844,15987188
16536844,33639255
16536844,19720630
16536844,104561488
16536844,16134525
16536844,15168790
16536844,23450421
16536844,28421825
16536844,14441010
16536844,17631078
16536844,131144285
16536844,21226678
16536844,14884486
16536844,33474655
16536844,48289662
16536844,248795646
16536844,16411438
16536844,376502929
16536844,2409543974
16536844,594666501
16536844,1918473986
16536844,72344638
16536844,32372834
16536844,19809471
16536844,18918483
16536844,52409857
16536844,10292772
16536844,16568227
16536844,14991920
16536844,32036992
16536844,43380835
16536844,254177812
16536844,17224754
16536844,30354991
16536844,476256944
16536844,4313989761
16536844,2994966757
16536844,112243614
16536844,524487620
16536844,22695157
16536844,4831264330
16536844,26208862
16536844,4666231375
16536844,58037161
16536844,963401670
16536844,11109062
16536844,423255809
16536844,15533823
16536844,220238525
16536844,2361860238
16536844,1483561322
16536844,1591910137
16536844,491350825
16536844,2842854070
16536844,2474345950
16536844,15032736
16536844,335399984
16536844,206162681
16536844,15134240
16536844,54645160
16536844,14987728
16536844,42999204
16536844,90696553
16536844,19782237
16536844,41806795
16536844,629501622
16536844,3153074396
16536844,3283030818
16536844,342210208
16536844,1631638112
16536844,14807898
16536844,194347664
16536844,5694822
16536844,5695032
16536844,39585367
16536844,3296250955
16536844,3646341500
16536844,510740358
16536844,511025285
16536844,163935643
16536844,16465385
16536844,3517773980
16536844,21034324
16536844,18746273
16536844,50400273
16536844,14275261
16536844,860302657
16536844,143264018
16536844,2467791
16536844,166252256
16536844,479998051
16536844,2562218348
16536844,3344149625
16536844,41712825
16536844,30034124
16536844,2228403630
16536844,1114907246
16536844,3302139531
16536844,133420513
16536844,15234407
16536844,80940290
16536844,18301249
16536844,2836038230
16536844,17877850
16536844,101171381
16536844,101171811
16536844,36137348
16536844,1611209780
16536844,2321823758
16536844,102180972
16536844,549185294
16536844,602459137
16536844,2370727986
16536844,155034929
16536844,2437214708
16536844,207256884
16536844,587607469
16536844,2242956481
16536844,16583577
16536844,2293415520
16536844,91667789
16536844,377688406
16536844,369155821
16536844,2932700011
16536844,15066271
16536844,188883857
16536844,1173239941
16536844,1184354442
16536844,1383171499
16536844,16130330
16536844,264997155
16536844,256513537
16536844,96049182
16536844,19722699
16536844,68999404
16536844,229192814
16536844,278166569
16536844,1072785836
16536844,48463418
16536844,171517261
16536844,283652333
16536844,57741304
16536844,130073271
16536844,1650787040
16536844,16404688
16536844,16664681
16536844,755419584
16536844,22642788
16536844,831470472
16536844,29501253
16536844,44149300
16536844,15521075
16536844,996393097
16536844,216019134
16536844,18510489
16536844,143134601
16536844,64282302
16536844,60944552
16536844,267958924
16536844,19080617
16536844,353318176
16536844,1860862986
16536844,717313
16536844,27081406
16536844,50393960
16536844,14677919
16536844,14511951
16536844,5988062
16536844,5392522
16536844,2884771
16536844,14174897
16536844,759251
16536844,8963722
16536844,1344951
16536844,807095
16536844,91478624
16536844,74474794
16536844,19415444
16536844,2895845137
16536844,822215673812119553
16536844,15862891
16536844,41440095
16536844,15460048
16536844,2871958740
16536844,109174990
16536844,14458660
16536844,34743251
16536844,17781165
16536844,19402238
16536844,19658826
16536844,768948493
16536844,17842366
16536844,16895274
16536844,23116280
16536844,17783546
16536844,1694574348
16536844,1117608714
16536844,410303995
16536844,2849894756
16536844,52758395
16536844,262322947
16536844,14606395
16536844,23602600
16536844,2832328183
16536844,66427771
16536844,2800661096
16536844,2828708634
16536844,197511176
16536844,27724771
16536844,67108229
16536844,19418459
16536844,17070113
16536844,17358750
16536844,11348282
16536844,1653475086
16536844,17918545
16536844,257834309
16536844,1093568023
16536844,1435461
16536844,36732319
16536844,2236809824
16536844,111120497
16536844,68830907
16536844,2555217360
16536844,2575179854
16536844,106542267
16536844,1013656968
16536844,172453930
16536844,110427212
16536844,153324320
16536844,13787402
16536844,14647570
16536844,28583197
16536844,48473181
16536844,14085070
16536844,19767193
16536844,33726864
16536844,12804312
16536844,14062180
16536844,21581503
16536844,16817883
16536844,4620451
16536844,37710752
16536844,838464523
16536844,19725644
16536844,2417085025
16536844,1356200156
16536844,91455335
16536844,735125678
16536844,609671286
16536844,204535994
16536844,467106209
16536844,413757798
16536844,330557340
16536844,190827107
16536844,815686758
16536844,868177801
16536844,407387443
16536844,180200031
16536844,81934163
16536844,398069463
16536844,735096642
16536844,62145577
16536844,425404298
16536844,83223036
16536844,290009041
16536844,549112871
16536844,532647225
16536844,252203351
16536844,19789439
16536844,45000247
16536844,39832918
16536844,14505838
16536844,15000857
16536844,133067266
16536844,23146711
16536844,24235302
16536844,15473958
16536844,15165493
16536844,20729200
16536844,180514393
16536844,29912873
16536844,21611239
16536844,41146726
16536844,49836310
16536844,57636556
16536844,19802879
16536844,85854601
16536844,14981431
16536844,23173338
16536844,113031906
16536844,217150935
15353955,30819789
15353955,16949344
15353955,1164106138905993216
15353955,54169015
15353955,1060578475
15353955,295345685
15353955,25275453
15353955,956831681914261505
15353955,1189607599068585984
15353955,289433675
15353955,14664059
15353955,19343303
15353955,1019614802593894400
15353955,3063912809
15353955,1186232576253542400
15353955,18020612
15353955,4455908113
15353955,809554391284011018
15353955,22300050
15353955,766634688584806400
15353955,352377213
15353955,1176494339951943680
15353955,1184057377814962177
15353955,1134489726914899968
15353955,1179418242626064384
15353955,1176900224448643072
15353955,296459271
15353955,798549928490438656
15353955,234418694
15353955,827632165668143104
15353955,1060366203896586240
15353955,1033728856291778562
15353955,1943593687
15353955,222086320
15353955,1135916701759840256
15353955,1135911488802025473
15353955,1156576672742825985
15353955,454013244
15353955,934211076
15353955,15262791
15353955,169035678
15353955,954872964591349775
15353955,490275227
15353955,1144527409447952389
15353955,135138608
15353955,105144171
15353955,1125764987081957378
15353955,567157163
15353955,1345416446
15353955,528826017
15353955,12
15353955,93017945
15353955,1056852978555109376
15353955,2891882639
15353955,1133328580866433024
15353955,783068398569811968
15353955,284686670
15353955,1094730839605293056
15353955,23783764
15353955,1123229811726589953
15353955,1891078676
15353955,984749938038005761
15353955,3405575710
15353955,1176755442
15353955,1042416392
15353955,407387443
15353955,41121600
15353955,824194861872070658
15353955,1084775441347629056
15353955,2809815043
15353955,943889553076649984
15353955,124340869
15353955,32345565
15353955,14410756
15353955,1063113118409281536
15353955,126585929
15353955,1090937714734714887
15353955,964585980010250241
15353955,2670328513
15353955,1067733290818387968
15353955,216939636
15353955,234709224
15353955,820960290783240194
15353955,231486396
15353955,71594919
15353955,36937329
15353955,1100827037076467715
15353955,562781948
15353955,732141019114930176
15353955,3946532427
15353955,2997825249
15353955,2815238776
15353955,902812378735239168
15353955,318489159
15353955,24873392
15353955,1083328651565957120
15353955,376740606
15353955,974402344124407808
15353955,3432964228
15353955,25914886
15353955,4524846597
15353955,8071702
15353955,55561796
15353955,1011927374643023872
15353955,3165985497
15353955,62499092
15353955,5715752
15353955,1016285694002679808
15353955,22330739
15353955,312887235
15353955,93115683
15353955,707582130885419008
15353955,910108160685428739
15353955,637016270
15353955,189618679
15353955,22146373
15353955,436576452
15353955,883998155473387522
15353955,157981564
15353955,66673916
15353955,311439292
15353955,1030415940029214722
15353955,1614865981
15353955,17806090
15353955,4361047096
15353955,1730598050
15353955,1057928109385752576
15353955,401419167
15353955,1032615425065058305
15353955,718766161
15353955,4834397127
15353955,961211373043814401
15353955,21878635
15353955,431614229
15353955,861976361853964288
15353955,824211168084578308
15353955,990317752362717184
15353955,3356613700
15353955,962413560
15353955,196484517
15353955,2974181588
15353955,751021309413433345
15353955,859566258
15353955,1019942780125302784
15353955,21175969
15353955,52090363
15353955,175322763
15353955,3285561104
15353955,1017354544685174786
15353955,923844390002528257
15353955,544508752
15353955,1885818056
15353955,18218175
15353955,1012729733870768129
15353955,19283575
15353955,4895124881
15353955,309087942
15353955,3579993075
15353955,989452274
15353955,1017799944110043136
15353955,901856891386646528
15353955,3395310071
15353955,76644398
15353955,764140493349457921
15353955,795887454062514176
15353955,308151547
15353955,991330424562573312
15353955,3300948101
15353955,796592747910168577
15353955,845096090
15353955,887648194603212800
15353955,895287871673954305
15353955,989114123131785216
15353955,993977073386614784
15353955,262067363
15353955,867550289091584000
15353955,3979367357
15353955,1227433057
15353955,798522938689470465
15353955,938702427565559808
15353955,3165817215
15353955,2313485802
15353955,15921584
15353955,468470605
15353955,423010904
15353955,26355341
15353955,980837277516619776
15353955,15752220
15353955,280374078
15353955,2861232334
15353955,19232649
15353955,14556945
15353955,20148973
15353955,2784392406
15353955,782910704953225216
15353955,34280196
15353955,14246001
15353955,232235048
15353955,167494170
15353955,17369110
15353955,248795646
15353955,24894213
15353955,23761793
15353955,293709920
15353955,14260960
15353955,313362915
15353955,336015206
15353955,805065339075784704
15353955,865524538221527041
15353955,17293921
15353955,900834755356360705
15353955,103021125
15353955,1032263130
15353955,1283775062
15353955,952290050221408257
15353955,47771907
15353955,948581974087733250
15353955,968981705959858177
15353955,553729228
15353955,958851960094019584
15353955,625405124
15353955,36054262
15353955,473079008
15353955,294003283
15353955,774325800720031745
15353955,3825931000
15353955,749805092
15353955,42857350
15353955,50940456
15353955,1106299735
15353955,711984776002064384
15353955,333502135
15353955,220061105
15353955,2463200455
15353955,250165527
15353955,861942866989469697
15353955,867056863
15353955,320826619
15353955,705401185851805696
15353955,143909021
15353955,600253122
15353955,902899546925260806
15353955,4173906257
15353955,3365885050
15353955,480740170
15353955,988116186
15353955,75795686
15353955,3096646607
15353955,3384576683
15353955,23922797
15353955,301356662
15353955,497053856
15353955,2790069319
15353955,924284863586422785
15353955,47586220
15353955,381778631
15353955,922798806055444481
15353955,920241915559280640
15353955,878272883881017345
15353955,4300743322
15353955,915135384299954176
15353955,613311242
15353955,544411004
15353955,910463087312035840
15353955,714852330
15353955,4900656311
15353955,892773248420675587
15353955,909250520384245760
15353955,905355235316654080
15353955,885092691603804160
15353955,901097952390807553
15353955,250744907
15353955,283115820
15353955,595465735
15353955,2203020235
15353955,2413928287
15353955,2837340908
15353955,2839927449
15353955,2984229837
15353955,2992432258
15353955,3064314993
15353955,3111067815
15353955,3119418309
15353955,1672904587
15353955,4500790637
15353955,2901454125
15353955,4793244443
15353955,694850242265665536
15353955,3431537075
15353955,708322358717759488
15353955,727510084167864320
15353955,761597909754384384
15353955,775654146473156609
15353955,789102935401574400
15353955,800732346722848768
15353955,801452167450230784
15353955,804285867070287872
15353955,805737693263106048
15353955,827522894481743872
15353955,879764447966920708
15353955,1376881812
15353955,943560626
15353955,971697512
15353955,1287157458
15353955,113387392
15353955,349644911
15353955,533170368
15353955,3019978823
15353955,1914528673
15353955,2967805493
15353955,2894935469
15353955,830071832841707520
15353955,2646006218
15353955,3309139240
15353955,3438890967
15353955,3748108888
15353955,843777326013923328
15353955,865504642679029760
